subj_idx,rt,response,identity,omission
0,0.533119400031865,1,0,0
0,0.567811500048265,1,1,0
0,0.535063200048171,1,0,0
0,0.596827699919231,1,1,0
0,0.679293200024404,1,1,0
0,0.761698100017384,1,0,0
0,0.631836100015789,1,0,0
0,0.584708400070667,1,1,0
0,0.570019399980083,1,0,0
0,0.409438200062141,1,1,0
0,0.633051699958742,0,0,0
0,0.88,0,1,1
0,0.637629400007427,1,1,0
0,0.777558099944144,0,0,0
0,0.88,0,1,1
0,0.88,0,0,1
0,0.35934319999069,1,1,0
0,0.567664199974388,1,0,0
0,0.551894800039008,1,1,0
0,0.88,0,0,1
0,0.638160099973902,1,0,0
0,0.504035200108774,1,1,0
0,0.712764899944887,1,1,0
0,0.646997899981216,1,0,0
0,0.825441200053319,1,1,0
0,0.535884800017811,1,0,0
0,0.666394399944693,1,0,0
0,0.615870299981907,1,1,0
0,0.519757100031711,1,1,0
0,0.536213000072166,1,0,0
0,0.553252600017004,1,0,0
0,0.585265500005335,1,1,0
0,0.592429100070149,1,0,0
0,0.441212199977599,1,1,0
0,0.425798299955204,1,1,0
0,0.88,0,0,1
0,0.553551600081846,0,0,0
0,0.88,0,1,1
0,0.53622120001819,1,1,0
0,0.488790999981575,1,0,0
0,0.713325599906966,1,1,0
0,0.601162799983285,1,0,0
0,0.88,0,0,1
0,0.35240099998191,1,1,0
0,0.479173299972899,1,1,0
0,0.488349999999627,0,0,0
0,0.528131500002928,1,0,0
0,0.536503300070763,1,1,0
0,0.88,0,0,1
0,0.574769100057893,1,1,0
0,0.633799400064163,0,1,0
0,0.88,0,0,1
0,0.504462599987164,1,1,0
0,0.425413000048138,1,0,0
0,0.537260900018737,1,0,0
0,0.488274600007571,1,1,0
0,0.584385000052862,1,0,0
0,0.55345310003031,1,1,0
0,0.808582499972545,0,0,0
0,0.776116000022739,1,1,0
0,0.456479999935254,1,0,0
0,0.40861349995248,1,1,0
0,0.615848500048742,1,1,0
0,0.425085099996068,1,0,0
0,0.600477500003763,1,1,0
0,0.392871999996714,0,0,0
0,0.88,0,1,1
0,0.655176999978721,1,0,0
0,0.88,0,0,1
0,0.544680500053801,1,1,0
0,0.574410500004888,0,0,0
0,0.488333099987358,1,1,0
0,0.59908189997077,1,1,0
0,0.807726599974558,1,0,0
0,0.88,0,0,1
0,0.472543800016865,1,1,0
0,0.88,0,0,1
0,0.50441289995797,1,1,0
0,0.600673099979758,1,0,0
0,0.456762899993919,1,1,0
0,0.584553500055335,1,1,0
0,0.777263399912044,1,0,0
0,0.56836499995552,0,1,0
0,0.88,0,0,1
0,0.600049800006673,1,1,0
0,0.520304800011218,0,0,0
0,0.88,0,0,1
0,0.526147900032811,1,1,0
0,0.552356999949552,0,0,0
0,0.663372099981643,0,1,0
0,0.406804999918677,1,1,0
0,0.520145499962382,1,0,0
0,0.823470799950883,0,0,0
0,0.88,0,1,1
0,0.618632299941964,1,0,0
0,0.88,0,1,1
0,0.865041600074619,1,0,0
0,0.823936200002208,1,1,0
0,0.65458990004845,1,1,0
0,0.489026500028558,1,0,0
0,0.88,0,0,1
0,0.776162800029851,1,1,0
